business_id,name,categories,stars,text,sentiment
7EvTeABfqSt0z75huEOqNA,Bon Breads Baking Company,u'Food,5,"[their, bread, is, heavenly, ., have, i, had, better, breads, ?, yes, (, cue, in, thomas, keller, ), ,, but, i, 'm, a, huge, fan, of, bon, breads, and, the, great, access, you, have, to, their, arsenal, makes, this, spot, a, must, ., a, few, tips, :, obviously, ,, go, in, the, morning, because, they, bake, it, fresh, in, the, valley, ;, check, out, their, bread, of, the, week, that, they, offer, for, half, the, price, (, a, wonderful, way, to, try, a, new, flavor, ), ;, and, get, a, stamp, card, !, i, 've, enjoyed, everything, i, 've, tried, ...]",1
ZZtEx_UutNxz9B5knTL4tQ,Mr. Chop Chop,u'Restaurants,1,"[omg, this, is, the, only, place, i, have, ever, been, to, where, the, server, (, family, help, ), said, they, had, run, out, of, hot, water, to, make, tea, ., really, ?, ?, babies, crying, ,, i, wasnt, sure, if, i, was, at, their, house, or, restraunt, .]",1
JCLdgY_YHI0hRMK6iKLITQ,Vons,u'Food,4,"[went, to, vons, today, to, get, my, thanksgiving, ingredients, ., i, like, vons, because, it, is, close, ,, reasonable, ,, and, has, a, good, selection, ., the, workers, are, generally, helpful, and, the, butcher, will, usually, offer, to, order, you, items, not, in, stock, .]",0
3MIy-ca6QVtKWXNzerQxWw,Grape Street,u'Restaurants,5,"[consistantly, great, meals.., always, super, service.., local, treasure, ., best, veal, parmesean, anywhere.., wine, list, is, terrific, ..., daily, specials, do, n't, ever, disappoint..]",1
jsO9c15l1KJ5ncBid3pnmA,Roadrunner Saloon,u'Restaurants,2,"[so, below, average, ., drinks, were, weak, and, menu, was, uninspired, and, the, portions, small, ., there, is, nothing, special, about, this, location, and, the, food, was, disappointing, ., i, had, their, texas, dip, which, is, your, basic, french, dip, ., small, roll, that, became, soggy, quickly, even, before, the, dip, ,, the, roll, was, issue, ., the, beef, as, fine, but, the, fries, were, not, crisp, or, even, that, hot, ., the, service, was, fine, ,, we, had, a, good, waitress, who, was, attentive, but, she, could, not, make, the, experience, better, ., it, really, bothered, me, that, while, ...]",0
DoQYCpYw5MdkbjGNSFmuog,Nevada Orthopedic & Spine Center,u'Health & Medical,1,"[i, would, give, them, a, zero, ,, but, i, ca, n't, give, that, on, here, ., my, 12, year, old, daughter, broke, her, finger, over, the, weekend, and, while, in, the, er, we, were, told, and, shown, her, break, ., the, next, business, day, i, brought, my, daughter, into, this, location, we, were, told, to, come, a, half, hour, early, to, fill, out, paperwork, ,, i, get, this, i, do, understand, ., on, top, of, this, half, hour, we, waited, another, hour, before, we, were, brought, back, into, a, room, to, wait, another, 35-40, minutes, until, the, doctor, shows, up, ...]",0
If70A2eUG6e1fe1QCHBeJg,Gold's Gym,u'Active Life,5,"[aaron, is, the, best, personal, trainer, in, this, town, ., this, place, has, completely, changed, my, life, in, the, most, positive, way, ., a, year, ago, i, weighed, 300, pounds, never, worked, out, and, my, blood, pressure, was, insanely, high, ., now, i, weigh, 250, about, 15, pounds, of, that, is, muscle, that, i, 've, never, had, a, my, blood, pressure, is, completely, manageable, ., if, you, want, to, do, something, positive, for, yourself, ,, your, life, and, your, family, you, owe, it, to, yourself, to, come, down, to, this, golds, gym, the, entire, staff, is, amazing, and, very, helpful, ...]",0
_kHRsCq5CG_n6jslY-5AlQ,The Salon at Lakeside,u'Beauty & Spas,1,"[being, in, the, service, industry, myself, ,, i, have, been, vehemently, against, groupon, from, the, start, ., however, ,, i, needed, a, haircut, so, badly, ,, funds, were, limited, ,, and, i, had, not, found, a, new, stylist, since, moving, back, to, vegas, ., so, i, swallowed, my, shame, ,, called, the, salon, and, asked, a, few, questions, ., the, receptionist, was, very, sweet, and, professional, ,, and, just, my, luck, ,, there, was, an, opening, that, day, (, which, was, a, monday, ), ., i, arrived, 20, mins, early, ,, as, i, wanted, a, chance, to, look, through, a, ...]",1
8JE5gTUsSXr-NkO4p9O8Pg,Town Center Lounge,u'Nightlife,1,"[i, went, here, the, other, night, with, a, group, of, people, ., the, pizza, was, one, of, the, worst, i, have, ever, had, ., i, would, rather, of, had, frozen, pizza, or, one, of, the, chain, restraunts, ., the, service, was, also, not, good, ., will, not, be, coming, back, .]",1
aidjBZ-cLeRmrsAPM6ZkcA,Big Dog's Draft House,u'Restaurants,5,"[i, wish, they, would, bring, back, the, brat, patty, eggs, benedict, with, the, amazing, mustard, sauce, rather, than, traditional, hollandaise, ., other, than, missing, that, dish, -, one, of, our, very, favorite, places, ., we, are, from, wisconsin, and, when, home, sick, we, always, hit, up, thr, draft, house, ., love, grandma, 's, pot, roast, melt, ., the, best, melt, of, any, kind, i, have, ever, had, !, !, !, !]",1
aidjBZ-cLeRmrsAPM6ZkcA,Big Dog's Draft House,u'Restaurants,3,"[quality, but, nothing, really, worth, writing, home, about, ., decent, beer, and, decent, food, with, good, service, .]",1
R3V_yijAqotBgrD4QImMjw,Starbucks,u'Food,2,"[for, the, second, day, in, a, row, i, have, gone, into, two, different, starbucks, the, first, being, the, one, in, the, new, summerlin, downtown, macys, and, their, not, be, any, coffee, ready, ., really, ?, you, do, n't, have, any, coffee, ready, ?, the, macys, starbucks, had, about, 5, people, behind, the, counter, so, they, had, no, excuse, .]",0
NlRyIIXDaVqvJ3ez2RkKnA,Royal Links Golf Club,u'Active Life,4,"[really, good, track, ., it, was, in, fantastic, shape, ., 3:20, round, ., the, place, was, empty, ., call, day, before, and, u, should, be, able, to, make, a, deal, for, a, better, green, fee]",0
1MJ5xmHmeCiau07X2bQyUQ,KJ Kitchen,u'Restaurants,4,"[some, of, the, food, was, amazing, !, the, fried, chicken, -, amazing, !, the, oxtail, with, red, wine, -, the, sauce, was, amazing, but, there, was, practically, no, meat, on, the, bones, ..., fried, rice, and, noodle, were, all, good, ., i, was, with, my, girls, and, they, could, not, believe, they, did, n't, have, orange, chicken, on, the, menu, ..., i, have, come, to, not, expect, good, service, anywhere, in, chinatown, ., the, cultural/language, barrier, is, just, something, that, does, n't, mean, bad, -, i, think, it, is, just, different, ., this, would, be, a, good, place, to, go, ...]",1
6YpCU0pdxj7O1GQzxn6YJw,Celebrations Bridal & Fashion,u'Shopping,1,"[i, recently, purchased, a, flower, girl, dress, for, my, niece, she, is, 5, but, 24month, size, in, the, particular, dress..she, is, very, small, for, her, age, ., we, in, the, last, month, she, got, much, taller, so, the, dress, is, short, on, her..tags, still, on, never, worn, ., i, called, celebrations, and, the, lady, answers, phone, and, i, said, '', hello, my, name, is, gabrielle, i, have, a, question, about, my, flower, girl, dress, ?, '', she, said, ``, umm, hello, ?, '', and, i, said, ``, hi, this, is, celebrations, right, ?, '', she, said, ``, yeah, ., '', ...]",0
zMm4rZ117qTa4qG5JyaegQ,ABC Dental Care,u'Beauty & Spas,5,"[some, major, mix, ups, with, insurance, but, totally, made, up, for, it, at, the, appointment, i, love, the, technicians, and, doc, is, really, nice, they, even, helped, out, with, my, infant, son, during, my, husband, and, i, 's, appointment, .]",1
rExmZxKkcO0VfOVMo-w66g,Fiesta Filipina Cuisine,u'Restaurants,1,"[service, sucks, !, !, !, waited, 45, minutes, for, our, medium, size, lechon, kawali, to, go, ,, and, it, was, n't, even, good, !, servers, had, extremely, bad, attiude, !, should, have, just, gone, to, salo, salo, .]",1
R_os9qwoga12ksSzAwZdoA,Kopper Keg Restaurant & Lounge,u'Restaurants,5,"[i, love, this, place, --, i, would, be, there, all, day, and, night, if, i, did, n't, have, a, job, ., while, it, looks, like, every, other, neighborhood, bar, from, the, outside, ,, i, have, more, fun, at, the, keg, than, any, place, else, in, vegas, ., the, bartenders, are, sexy, ,, funny, and, way, beyond, uncensored, --, everyone, has, a, good, time, !, !, !, daily, food, specials, are, always, tasty, and, affordable, --, saturday, 's, (, and, sunday, when, football, is, over, ), $, 1.99, breakfast, special, is, truly, the, best, deal, in, town, .]",1
O1NBNVfXWmk3CvszAhOEoQ,Rincon De Buenos Aires,u'Restaurants,4,"[this, place, is, truly, reminiscent, of, argentina, ., it, appears, to, be, a, family, owned, deli, ., the, ambience, and, decor, is, very, warm, and, homestyle, with, a, classic, cafe, interior, ., the, menu, is, simple, focusing, on, their, parillada, which, is, bbq, ., make, sure, you, pair, every, possible, item, with, their, chimichurri, oil, ., their, pastry, gologos, is, amazing, ,, my, first, time, trying, it, and, it, is, addicting, !, mate, tea, and, gologos, are, the, perfect, combo.the, prices, are, fair, and, it, is, a, wonderful, experience, ., the, service, was, also, very, friendly, and, helpful, ., overall, ...]",0
QDLYkhj0yS47Qgziw1DDHA,Polish Deli,u'Restaurants,4,"[great, blood, sausage, ,, and, lots, of, other, wonderful, meats, to, explore, ., the, proprieters, are, very, nice, &, helpful, ,, and, the, prices, are, excellent, .]",1
ME0olHUKPsJ9spaLudZlYA,Buffet Asia,u'Restaurants,1,"[we, came, here, for, our, church, early, father, 's, day, dinner, and, got, the, worst, service, from, our, waiter, ., he, misunderstood, our, drink, order, and, when, we, tried, correcting, it, he, refused, to, change, the, drink, and, began, arguing, with, my, mom, and, said, he, 'd, bring, it, when, we, pay, for, the, additional, drink, ., he, walked, away, in, the, middle, of, conversation, and, gestured, his, hand, as, if, saying, whatever, came, back, and, continued, to, say, how, we, were, wrong, ., it, was, just, one, drink, order, that, made, him, change, and, give, us, poor, service, ., ...]",1
6rEJwB_xJXbThDH3zmR7tQ,College of Southern Nevada,u'Education,1,"[seriously, hate, this, school, ., they, only, want, your, money, ., they, make, you, wait, for, a, lifetime, on, the, phone, ., they, 're, all, rude, even, when, you, 're, being, nice, ., and, they, do, n't, really, answer, your, questions, as, specific, as, possible, ., i, would, attend, another, college, but, they, 're, the, only, college, with, my, major, ., i, know, i, 'm, not, the, only, person, who, hates, waiting]",1
Z9jzyD2k5w7xJKNForNM5Q,The Sharp Shop,u'Shopping,5,"[the, owner, is, highly, knowledgeable, and, offers, help, every, time, i, walk, in, the, store, ., i, have, n't, gotten, knives, or, clippers, sharpened, here, yet, ,, but, i, purchase, a, lot, of, shaving, products, ., i, only, buy, my, double, edged, blades, here, ., they, even, gave, me, their, recommendation, on, a, good, blade, for, my, sensitive, skin, ., this, shop, is, one, of, a, kind, ., i, 'm, definitely, coming, back, soon, .]",1
ft09aKshOhvhifLPyYXZVA,Las Vegas Animal Emergency Hospital,u'Pets,5,"[my, american, bulldog, started, throwing, up, every, 10, minutes, for, a, couple, hours, so, i, took, her, in, at, 9pm, ., the, staff, was, very, welcoming, ., they, kept, her, overnight, on, an, iv, to, make, sure, she, did, n't, get, dehydrated, ., i, picked, her, up, in, the, morning, and, she, was, released, to, come, home, ., i, was, able, to, call, during, the, night, to, check, on, her, ., and, she, 's, acting, back, to, normal, today, ., i, appreciate, the, doctor, and, staff, taking, such, good, care, of, my, baby, ., my, bill, was, even, less, than, ...]",1
8871Si56d_dc0igE3TRpgA,Roma Deli & Restaurant,u'Restaurants,4,"[it, has, been, so, hard, to, find, a, good, authentic, italian, deli, since, moving, to, vegas, ., that, is, until, we, stopped, i, here, ., the, sandwiches, were, delicious, and, after, having, a, bite, of, the, chicken, parm, sandwich, i, ca, n't, wait, to, get, back, for, more, of, the, sauce, and, some, pasta, .]",1
8871Si56d_dc0igE3TRpgA,Roma Deli & Restaurant,u'Restaurants,5,"[a, very, cute, hole, in, the, wall, restaurant, with, amazing, food, and, service, !, my, aglio, e, olio, was, very, fresh, and, my, fiance, devoured, his, steak, !, we, finished, with, the, spumoni, dessert, and, it, was, incredible, !, great, prices, too, !]",1
w6jhv_9mk6MyDV5cKKwm9w,Big Dog's Cafe & Casino,u'Nightlife,1,"[``, welcome, to, big, dogs, ;, where, you, can, eat, ,, drink, ,, smoke, and, play, ., '', well, ,, not, any, more, ., just, got, the, word, ., wiesner, jr, is, closing, the, place, to, focus, on, brewing, beer, at, the, north, rancho, location, ., i, have, eaten, walleye, at, the, sahara, location, every, friday, for, 5, years, ., i, 'm, going, to, miss, it, ., the, beer, was, my, least, favorite, part, of, going, to, big, dogs, ., the, dirty, dog, ipa, gives, me, a, hangover, that, i, do, not, get, from, any, other, alcohol, ,, except, their, ...]",1
QcVWxuNewzCRqoxjpabO4w,Polo Cleaners,u'Local Services,1,"[i, called, and, asked, the, price, for, alterations, ,, got, hung, up, on, ,, called, back, and, they, hung, up, on, me, again-, without, answering, my, call, .]",1
rellBaGc6G4mgcqSACGL5w,Nakama,u'Restaurants,3,"[i, love, sushi, -, and, even, though, nakama, is, always, extremely, busy, and, crowded, ,, they, have, a, great, sushi, menu, ., i, had, the, avocado, and, philadelphia, roll, when, i, was, last, here, ,, but, one, young, chef, was, very, sweet, and, gave, my, friend, and, me, an, entire, roll, for, free, ., you, ca, n't, beat, that, !]",1
Yu6iiKlJ0WcLmW7D4KeUuw,Phong May House,u'Restaurants,2,"[i, read, the, reviews, ,, and, should, have, listened, ., i, ordered, delivery, anyway, because, i, really, wanted, ``, chinese, '', food, ,, and, was, stuck, at, work, ., the, food, came, much, faster, than, i, expected, ,, which, was, great, ., i, ordered, the, house, fried, rice, and, the, beef, stick, app, ., the, fried, rice, was, just, ok, ., but, the, beef, sticks, were, so, gross, ., i, have, no, idea, how, anyone, could, make, food, that, bad, ., i, think, it, 's, nearly, impossible, to, make, beef, taste, as, bad, as, this, ., i, ca, n't, believe, ...]",1
g5U8omEQje5lRx4EherR0w,Pamela's,u'Restaurants,4,"[wonderful, comfort, food, ,, friendly, service, ,, hearty, portions, ., and, the, pancakes, are, really, excellent, .]",1
g5U8omEQje5lRx4EherR0w,Pamela's,u'Restaurants,5,"[what, 's, not, to, love, ?, best, breakfast, in, the, burgh, ,, hands, down, ., come, hungry, with, quarters, for, the, meter, (, 25¢, /, hr, ), and, cash, to, pay, ..., no, plastic, accepted, here, ., you, wo, n't, be, disappointed, .]",0
_WaHLgLzALd2iThQAhC-sQ,Shiloh Grill,u'Restaurants,5,"[the, shiloh, grill, was, seriously, the, best, restaurant, i, 've, eaten, at, ., the, combination, of, great, food, (, great, portions, too, ), at, good, prices, could, n't, be, beat, ., everything, on, the, menu, from, drinks, to, appetizers, to, main, course, to, sides, to, desserts, seemed, like, they, put, their, own, personal, touch, on, it, ., even, the, description, of, everything, was, funny, and, awesome, ., i, enjoyed, reading, the, menus, because, of, that, ., great, restaurant, ,, two, streets, away, from, grandview, ,, yet, trumps, any, of, the, famous, restaurants, there, !]",1
CiG5CvHxYQl5DZ704a4viA,Hemingway's Cafe,u'Restaurants,5,"[stopped, here, around, 10, on, a, saturday, night, and, the, crowd, was, just, rolling, in, ., the, atmosphere, is, definitely, college, based, but, was, n't, over, the, top, rowdy, ., the, service, was, excellent, and, the, food, was, exactly, as, expected, if, not, a, little, better, ., i, was, really, blown, away, when, i, was, told, the, majority, of, food, was, half, off, (, not, sure, about, the, details, but, it, was, certain, times, and, days, ), we, had, a, party, of, 3, who, all, got, burgers, as, well, as, spinach, artichoke, dip, and, the, bill, was, barely, over, $, ...]",0
q95WN1MTI-PFM_NVEfHhyA,Joe Mama's Italian Deluxe,u'Restaurants,5,"[i, 'm, from, philly, and, was, in, pittsburgh, about, ten, years, ago, ., the, bartender, across, the, street, at, primanti, 's, would, n't, serve, me, ., all, i, wanted, was, a, sandwich, and, a, beer, ., anyway, ,, i, walked, over, to, joe, mama, 's, and, ate, the, best, stuffed, pork, chop, i, ever, had, in, my, life, ., the, young, waitress, was, attractive, ,, friendly, ,, and, good, at, her, job, ., highly, recommend, this, place, .]",1
EU6JoDaUVASjT5_O-sTZvQ,Enrico's Hair Cutting for Men,u'Beauty & Spas,5,"[enrico, is, the, man, -, go, get, a, cut, ,, you, wo, n't, be, disappointed, ., i, 've, been, going, to, a, few, good, places, in, pittsburgh, ,, including, the, golden, razor, and, dan, cercone, 's, for, a, good, men, 's, cut, ,, and, i, think, i, 'm, settled, on, enrico, ., golden, razor, (, $, 12/cut, ), and, dan, 's, (, $, 10/cut, ), are, excellent, bang, for, your, buck, ,, but, enrico, (, $, 17/cut, ), is, worth, the, few, extra, dollars, ., i, gave, him, rather, simple, instructions, and, he, knew, exactly, what, to, do, ., best, ...]",1
cll90LXLWNpljIDQB8BeKA,Ginza Korean & Japanese Restaurant,u'Restaurants,4,"[i, 'm, not, sure, why, the, previous, person, gave, it, two, stars, but, i, miss, this, place, ever, since, i, moved, two, years, ago, ..., it, 's, got, the, best, kim, bap, in, the, area, maybe, the, only, restaurant, that, sells, kim, bap.., the, kimchee, jigge, is, great.., beef, bulgogi, awesome, and, chicken, teriyaki, 's, superb, !, if, you, are, looking, for, atmosphere, ,, this, would, n't, be, the, place, ,, but, it, 's, definitely, my, favorite, korean, restaurant, in, pittsburgh, hands, down, for, the, best, food, !]",1
Ca-003BAqWW-IEsFvjlY9g,Rose Tea Café,u'Restaurants,5,"[the, waitress, was, adorable, with, her, jokes, ., we, ordered, beef, stew, noodle, soup, and, seafood, kimchee, hotpot, ., it, was, delicious, ., beef, in, the, soup, was, tender, and, soft, as, butter, !, the, seafood, hotpot, was, fantastic, ., they, definitely, know, the, american, palate, is, spicy, averse, and, they, played, up, to, it, ., the, boba, tea, is, also, very, good, ., nothing, but, good, words, from, a, fellow, local, pittsburgher, .]",1
Z94doPdgyDOgjtYUVRBNjQ,Chaya Japanese Cuisine,u'Restaurants,5,"[excellent, sushi, !, definitely, my, favorite, in, pittsburgh, ., we, got, a, large, selection, of, maki, and, thoroughly, enjoyed, every, roll, ., the, rice, was, perfectly, cooked, ,, the, fish, was, extremely, fresh, ,, and, the, hand, grated, wasabi, was, a, fresh, alternative, to, the, reconstituted, wasabi, powder, that, you, get, at, most, sushi, places, ., highly, recommended, !]",1
sm1cW8PibBLLHyO0e-Mckw,The Exchange,u'Shopping,4,"[this, is, always, a, great, place, to, go, to, just, to, browse, and, look, through, some, old, dvds, that, you, might, want, in, your, collection, ., their, selection, is, extensive, ,, and, the, staff, is, always, helpful, and, very, willing, to, look, up, anything, that, you, 're, specifically, looking, for-, even, whether, or, not, they, have, it, (, plus, prices, ), at, other, branches, ., the, prices, here, are, super, cheap, for, dvds, ,, video, games, ,, and, i, 've, even, found, some, old, vinyl, records, here, before, ., i, mean, ,, who, can, say, no, to, $, 2.50, or, ...]",0
atG_rkb3fONGcw4fupbY9g,The Mediterranean Grill,u'Restaurants,1,"[the, food, was, over, priced, for, what, we, received, ,, and, the, service, was, poor, to, average, ., we, know, they, were, busy, that, night, ,, but, it, 's, not, an, excuse, for, the, service, that, night, ., my, wife, and, i, forgot, our, to-go, container, ,, and, when, we, returned, 10, minutes, later, the, server, had, already, thrown, it, in, the, trash, ., overall, ,, a, bad, experience, and, we, recommend, avoiding, this, place, .]",1
gr6AoBJ5MEkZynXP_MHs1w,Omni William Penn Hotel,u'Event Planning & Services,4,"[here, for, the, society, for, industrial, archeology, annual, conference, ., i, like, this, ``, grand, dame, '', ,, lots, of, character, in, the, public, spaces, ,, surprisingly, large, room, ,, great, bathroom, ., free, wifi, if, you, answer, correctly, ,, or, have, foresight, ., block, from, 28x, bus, (, $, 2.60, to/frm, pit, ), ,, next, to, transit, hub, :, do, n't, rent, a, car, ,, and, enjoy, a, compact, urban, setting, ., starbucks, in, the, lobby, to, take, care, of, my, jet, lag, and, 13, hr, trip, from, sjc, :, -, (, for, those, not, familiar, with, pa, 's, ...]",1
QTxEdBIM9VXcyBnK3ucKUg,Mandy's Pizza,u'Restaurants,2,"[local, pizza, joint, across, from, oliver, high, school, ., i, would, say, it, depends, on, your, taste, ,, not, my, first, choice, of, pizza, in, pittsburgh, ., adequate, ?, yes]",0
tygo8BbCFwGFxIitgTp_zQ,Kiku Japanese Restaurant,u'Restaurants,5,"[went, across, the, street, and, ate, here, because, texas, de, brazil, had, a, two, hour, wait, ., was, a, good, decision, all, around, because, we, were, seated, immediately, and, the, food, was, amazing, ., i, suggest, the, sukiyaki, ..., it, 's, a, little, pricey, but, a, really, cool, experience, and, it, 's, delicious, .]",1
0QYucq-OkyThZzGdhONSHw,Great China,u'Restaurants,3,"[we, actually, like, this, place, ., it, 's, close, to, our, house, &, have, never, really, had, any, issues, with, the, service, or, the, food, ., i, normally, get, the, chicken, lo, mein, and, you, get, a, lot, ., granted, ,, this, is, take-out, chinese, ., this, is, not, pf, chang, 's, and, you, are, getting, what, you, pay, for, ., we, have, always, liked, what, we, get, from, great, china, ., will, say, ,, the, menu, that, is, online, when, you, google, great, china, is, incorrect, ., so, you, may, want, to, ask, the, price, for, what, you, are, ...]",1
IgtucoxwDOo5yHV-tqXvRA,Bonefish Grill,u'Restaurants,1,"[utterly, disgusting, !, !, the, night, started, out, great, ., we, were, seated, fast, with, a, reservation, ., the, waitress, was, knowledgeable, and, fast, ., our, apps, arrived, hot, and, everything, was, going, great, until, a, huge, roach, decided, to, take, a, shortcut, across, our, table, ., i, immediately, called, the, hostess, ,, who, in, turn, ran, and, got, the, manager, ., the, manager, came, back, red, faced, and, apologetic, ., she, acknowledged, the, pest, problem, and, said, it, was, due, to, construction, out, back, ., that, was, of, little, consolation, to, me, ., i, could, n't, help, but, think, ...]",1
fZyBbF0Jl4nAxwC-DXUREA,Charlotte Mecklenburg Library - Matthews,u'Education,5,"[i, have, nothing, less, than, stellar, things, to, say, about, the, matthews, public, library, ., the, most, beautiful, and, serene, library, out, of, all, char-meck, 's, public, libraries, ., you, 'll, find, it, in, the, super, cute, albeit, super, tiny, area, that, is, downtown, matthews, ., ample, parking, within, the, complex, leading, up, to, the, library, and, behind, the, bldg, itself, ., i, can, (, and, have, ), spend, an, entire, afternoon, hanging, out, here, ., it, can, be, a, a, few, notches, above, silent, in, the, early, afternoon, as, moms, w, young, children, come, in, and, out, -, i, ...]",1
ROQQk4mCm4_tebvTEGjhEQ,300 East,u'Restaurants,4,"[i, took, my, partner, for, birthday, ., our, waitress, was, amazing, ,, attentive, ,, friendly, ., the, food, was, great, but, could, have, been, a, lot, warmer, ., we, ordered, the, salmon, which, was, excellent, but, felt, they, skimped, on, the, rice, and, spinach, ,, we, also, ordered, the, lamb, stew, which, was, also, great, but, was, almost, cold, ., it, is, a, beautiful, ,, qaint, ,, casual, renovated, home, ., we, were, given, a, nice, table, upstairs, ., it, does, get, really, loud, with, all, the, talking, ., the, people, who, sat, next, to, us, talked, very, loud, but, ...]",0
pxY6TDLPf0azfur64c25Fg,Little Hardware,u'Shopping,5,"[since, i, moved, to, the, area, in, 2003, every, time, i, could, not, find, what, i, was, looking, for, in, a, hardware, store, i, was, always, referred, to, little, hardware, ., this, is, the, place, i, was, told, to, go, every, time, ,, so, it, is, a, little, embarrassing, to, say, today, was, the, first, time, i, visited, this, place, !, they, had, what, i, was, looking, for, and, glad, i, asked, for, help, ,, what, i, wanted, was, behind, the, counter, ., they, had, some, tools, and, hardwear, i, did, not, know, existed, !, this, place, is, huge, !, ...]",1
etlJh7qmqK1mNgAcmLUKrg,Carolina Smoothies,u'Food,4,"[loving, some, carolina, smoothies, ., lots, of, flavor, combinations, ,, juice, bar, ,, dried, snack, mixes, ,, protein, mixes, ,, energy/protein/weight, loss/etc, bars, ,, a, cooler, with, waters, (, including, coconut, ), ..., the, perfect, place, for, a, speedy, meal, or, snack, on, the, go, ., most, of, the, fruit, smoothies, include, a, add-in, of, your, choice, (, protein, pack, ,, energy, ,, fat, burner, ,, immunity, ,, etc, ), and, they, also, have, protein, shakes, available, ., employees, are, super, friendly, ,, there, 's, a, small, seating, area, if, you, care, to, stick, around, ,, and, there, 's, a, ...]",0
n5eQnMnVVt3FfrFENYoU0g,Cabo Fish Taco,u'Restaurants,3,"[you, know, when, you, finish, a, meal, and, you, think, man, i, just, wasted, a, lot, of, calories, and, it, was, n't, worth, it, that, pretty, much, sums, up, cabo, fish, taco, not, sure, why, people, love, it, so, much, tried, it, many, times, in, the, beginning, they, were, great, but, every, time, i, go, back, to, fall, in, love, again, i, think, man, i, hate, wasting, calories]",1
n5eQnMnVVt3FfrFENYoU0g,Cabo Fish Taco,u'Restaurants,5,"[this, place, is, amazing, ., the, tacos, are, great, and, the, sides, can, sometimes, even, be, better, !, that, avocado, pasta, salad, !, !, !]",1
yGs5-mTDVMwdF3F6qCzVpg,"Eastway Lock & Key, Inc",u'Home Services,5,"[very, pleased, with, their, service, and, commitment, to, the, customer, ., excellence, in, punctuality, and, aim, to, satisfy, ., all, around, awesome, company, !, !]",1
yT3OITYWbjqKM15mGNXmyw,Lupie's Cafe,u'Restaurants,3,"[i, 've, been, going, to, lupie, 's, since, i, was, a, kid, ,, lots, of, memories, at, this, place, !, i, love, the, quirky, decor, and, the, mason, glass, jars, they, serve, their, tea, in, ., the, quality, here, is, n't, bad, ,, but, nothing, to, rave, about, either, ., what, you, can, depend, on, at, lupie, 's, is, consistency, ., love, the, servers, here, !, !, !, thumbs, up, for, having, vegetarian, chili, ,, veggie, burgers, ,, and, vegetarian, quiche, ., they, also, usually, have, a, selection, of, sides, to, make, a, veg, ., plate, too, ., the, only, ...]",1
73LJQtWedXL2bPPo-ideZQ,Dairy Queen,u'Food,4,"[this, dairy, queen, is, one, of, the, oldest, ones, in, charlotte, ., no, outdoor, seating, ,, limited, parking, ,, and, the, lines, can, be, super, long, in, the, summer, ., with, all, that, said, ,, the, ice, cream, is, delicious, ,, and, they, are, fairly, fast, with, orders, ., the, staff, is, n't, always, super, friendly, but, my, interaction, with, them, is, so, brief, that, i, do, n't, really, mind, ., it, is, a, staple, in, plaza, midwood, for, sure, .]",1
N32s_4NdIsmdnA6oy_t_TQ,South 21 Drive In,u'Restaurants,5,"[my, cousin, used, to, work, here, when, i, was, around, 7, years, old, ., he, would, always, bring, home, some, food, ., this, place, is, dear, to, my, heart, ., south, 21, has, some, of, the, best, burgers, and, a, great, grilled, chicken, sandwich, ., but, ,, by, far, ,, south, 21, has, the, best, onion, rings, ever, ., i, go, to, school, out, of, state, now, and, whenever, i, come, back, home, to, charlotte, ,, i, make, stopping, here, a, must, .]",1
PVM0CqhA6geX3m6u2VXbpw,El Pulgarcito De America,u'Restaurants,2,"[okay, ,, this, is, a, hard, one, ., i, know, i, 'll, have, to, go, back, again, because, i, know, this, place, can, do, better, ., so, let, 's, say, 2, 1/2, stars, ., my, daughter, and, i, dropped, in, for, dinner, earlier, this, week, based, on, seth, a, 's, review, ., and, i, discovered, that, i, 'd, been, here, before, with, my, husband, for, lunch, one, saturday, ., my, husband, and, i, were, thoroughly, satisfied, with, our, meals, ., i, had, the, pupusas, and, do, n't, remember, what, he, had, ., this, week, ,, my, daughter, got, the, (, ...]",1
yxPpBCJ8YSVmciR8-rO0Qw,Amy's Hallmark Shop,u'Shopping,4,"[nothing, says, you, care, like, a, hallmark, ,, right, ?, located, in, the, park, road, shopping, center, (, one, stop, shop, for, everything, ), ,, this, hallmark, is, well, stocked, ., from, the, staple, cards, to, candles, or, figurines, (, e.g., ,, precious, moments, ,, willow, tree, ), ,, you, will, find, numerous, gifts, for, any, occasion, here, ., the, employees, are, friendly, and, it, seems, they, have, developed, quite, a, loyal, customer, base, ., i, overheard, one, of, the, employees, offering, to, help, an, older, patron, out, to, her, car, ;, the, courtesy, warmed, my, heart, !, if, you, ...]",1
90cuR5lcs2fJ2BwAA18zSQ,Showmars South Park Mall,u'Restaurants,3,"[not, a, bad, pita, wrap, for, a, food, court]",0
FujnmNjFpU5WQC1Nqd7ahg,Floyd's Restaurant II,u'Restaurants,1,"[this, location, is, definitely, subpar, !, i, much, prefer, the, graham, street, location, -, the, food, at, graham, is, better, tasting, and, more, consistent, ., also, ,, the, graham, st., staff, is, friendly, ., my, last, two, visits, to, the, milton, rd, location, have, been, a, disappointment, ., people, smoking, at, the, entrance, ., slow, service, ., sub, par, food, --, ordered, beef, ribs, ,, they, were, bone, rich, and, meat, poor, (, in, short, ,, skimpy, ), ., the, yams, were, hard, and, dry, on, booth, occasions, ., the, only, salvageable, part, if, the, meal, was, the, collards, ., ...]",1
